RESPOND_ID,EXAMIN_BEGIN_DE,HOLD_INDVDL_MVMN_MN_ONE_TY,SEXDSTN_FLAG_NM,AGRDE_FLAG_NM,HSHLD_COMPO_NM,HSHLD_INCOME_DGREE_NM,OCCP_CL_NM,ANSWRR_OC_AREA_NM
110285,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,기술/숙련직,인천
110290,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,600~2,000만원 내외",경영/관리직,서울
110313,20230701,전동 스케이트보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,전문직,인천
110324,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,일반 공무원/준공무원,대전
110332,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,사무직,경기
110336,20230701,전기 자전거,남성,40대,1인 가구,"1,000만원 내외",경영/관리직,서울
110341,20230701,전기 자전거,여성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,학생,부산
110385,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,기술/숙련직,경북
110388,20230701,전기 자전거,남성,40대,1인 가구,500만원 내외,기술/숙련직,충북
110390,20230701,전동 킥보드,여성,30대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,전업주부,부산
110391,20230701,전기 자전거,남성,40대,1인 가구,800만원 내외,기술/숙련직,부산
110394,20230701,전동 스쿠터,여성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,전업주부,충남
110397,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,자영업,경북
110398,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 독립기(막내가 결혼한 상태),"1,000만원 내외",사무직,대전
110432,20230701,전동 킥보드,남성,20대,신혼기 초과(자녀없음),800만원 내외,자영업,서울
110440,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,일반 공무원/준공무원,서울
110444,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),700만원 내외,사무직,경기
110462,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),300만원 내외,판매/서비스직,대구
110467,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,판매/서비스직,서울
110487,20230701,전기 자전거,여성,30대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,자영업,충북
110490,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),"2,100만원 이상",경영/관리직,경기
110496,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,700만원 내외,기술/숙련직,경기
110544,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,부산
110579,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),900만원 내외,기술/숙련직,경기
110580,20230701,전기 자전거,남성,40대,1인 가구,400만원 내외,기술/숙련직,서울
110594,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,자영업,대구
110603,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,기술/숙련직,경기
110605,20230701,전동 킥보드,여성,40대,신혼기 초과(자녀없음),300만원 내외,자영업,경기
110613,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),700만원 내외,무직/기타,전북
110629,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),300만원 내외,무직/기타,강원
110647,20230701,전동 킥보드,남성,40대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,자영업,대구
110649,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,"1,000만원 내외",자영업,대전
110652,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,기술/숙련직,강원
110656,20230701,전동 킥보드,남성,50대,신혼기 초과(자녀없음),500만원 내외,일반 공무원/준공무원,경기
110657,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,500만원 내외,기술/숙련직,제주
110658,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,강원
110660,20230701,전동 스쿠터,여성,40대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,자영업,서울
110664,20230701,전기 자전거,여성,40대,신혼기 초과(자녀없음),400만원 내외,전업주부,전북
110693,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",자영업,경기
110700,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,세종
110703,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),200만원 내외,무직/기타,경기
110707,20230701,전기 자전거,남성,40대,1인 가구,200만원 내외,무직/기타,경기
110736,20230701,전기 자전거,여성,40대,1인 가구,800만원 내외,사무직,세종
110745,20230701,전기 자전거,여성,50대,자녀 독립기(막내가 결혼한 상태),800만원 내외,기술/숙련직,서울
110757,20230701,전동 킥보드,남성,60대 이상,신혼기 초과(자녀없음),200만원 내외,자영업,광주
110765,20230701,전기 자전거,남성,50대,1인 가구,300만원 내외,무직/기타,전북
110776,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",기술/숙련직,경기
110780,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,"1,000만원 내외",자영업,대구
110788,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",일반 공무원/준공무원,인천
110826,20230701,"오토바이(바이크, 스쿠터)",남성,20대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",전문직,광주
110841,20230701,전기 자전거,남성,60대 이상,신혼기 초과(자녀없음),700만원 내외,전문직,대구
110869,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,경북
110873,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,전문직,서울
110898,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,경영/관리직,충남
110903,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,일반 공무원/준공무원,전남
110927,20230701,전동 킥보드,여성,30대,1인 가구,"1,100~1,500만원 내외",사무직,울산
110950,20230701,"오토바이(바이크, 스쿠터)",남성,40대,신혼기 초과(자녀없음),"1,000만원 내외",무직/기타,경기
110959,20230701,전동 킥보드,여성,20대,1인 가구,300만원 내외,전문직,서울
110963,20230701,전동 스쿠터,여성,50대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,전업주부,경남
110966,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,판매/서비스직,경기
110978,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,사무직,서울
110980,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,사무직,경기
111002,20230701,전동 킥보드,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,경영/관리직,서울
111032,20230701,"오토바이(바이크, 스쿠터)",남성,30대,1인 가구,600만원 내외,기술/숙련직,경기
111048,20230701,전기 자전거,여성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,사무직,대전
111081,20230701,전동 킥보드,여성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,자영업,서울
111085,20230701,전동 스쿠터,남성,30대,1인 가구,200만원 내외,기술/숙련직,울산
111087,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,전문직,경기
111106,20230701,전동 킥보드,여성,30대,1인 가구,200만원 내외,사무직,강원
111107,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,자영업,대구
111110,20230701,전기 자전거,여성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,판매/서비스직,전남
111142,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,사무직,대구
111153,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,일반 공무원/준공무원,대구
111172,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,사무직,세종
111193,20230701,전기 자전거,여성,50대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,무직/기타,전북
111208,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,무직/기타,충북
111227,20230701,"오토바이(바이크, 스쿠터)",여성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",사무직,충남
111236,20230701,전동 킥보드,여성,30대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,사무직,경남
111265,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 유아기(막내가 초등학교 입학 전),100만원 이하,무직/기타,경기
111306,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,경영/관리직,경기
111314,20230701,전동 휠,남성,30대,1인 가구,600만원 내외,기술/숙련직,인천
111330,20230701,전기 자전거,여성,30대,1인 가구,400만원 내외,사무직,서울
111344,20230701,전동 스쿠터,여성,30대,1인 가구,"2,100만원 이상",기술/숙련직,서울
111349,20230701,전동 킥보드,여성,30대,신혼기(자녀없음),700만원 내외,사무직,대구
111353,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,광주
111374,20230701,전기 자전거,여성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",자영업,경기
111379,20230701,전기 자전거,여성,30대,1인 가구,모름,기술/숙련직,대전
111384,20230701,전동 킥보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,일반 공무원/준공무원,서울
111394,20230701,전기 자전거,남성,30대,1인 가구,300만원 내외,자영업,부산
111400,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,경영/관리직,광주
111411,20230701,"오토바이(바이크, 스쿠터)",남성,40대,신혼기(자녀없음),300만원 내외,일반 공무원/준공무원,서울
111444,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),200만원 내외,무직/기타,충북
111445,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,경북
111454,20230701,전동 스쿠터,남성,40대,1인 가구,500만원 내외,사무직,경남
111472,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,기술/숙련직,경기
111474,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,충남
111479,20230701,전기 자전거,여성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,무직/기타,서울
111499,20230701,전동 킥보드,여성,30대,1인 가구,200만원 내외,사무직,대구
111503,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),300만원 내외,기술/숙련직,인천
111525,20230701,전동 킥보드,여성,20대,자녀 성인기(막내가 대학생～결혼 전),모름,일반 공무원/준공무원,전남
111526,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,충남
111529,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,사무직,강원
111531,20230701,전동 킥보드,남성,20대,1인 가구,300만원 내외,자영업,경기
111540,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,경기
111546,20230701,전기 자전거,여성,20대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",학생,서울
111566,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),300만원 내외,기술/숙련직,경기
111589,20230701,전기 자전거,여성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",무직/기타,경기
111620,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),200만원 내외,자영업,전북
111621,20230701,전동 킥보드,남성,60대 이상,1인 가구,300만원 내외,기술/숙련직,경남
111632,20230701,전동 스쿠터,남성,40대,자녀 성인기(막내가 대학생～결혼 전),900만원 내외,경영/관리직,경기
111639,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,300만원 내외,사무직,서울
111650,20230701,"오토바이(바이크, 스쿠터)",남성,30대,1인 가구,200만원 내외,사무직,경기
111688,20230701,전동 킥보드,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),900만원 내외,기술/숙련직,경기
111742,20230701,"오토바이(바이크, 스쿠터)",남성,30대,1인 가구,200만원 내외,사무직,전북
111748,20230701,"오토바이(바이크, 스쿠터)",여성,30대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,전업주부,부산
111754,20230701,전동 휠,남성,50대,자녀 성장기(막내가 초등학생～고등학생),모름,기술/숙련직,부산
111772,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",자영업,대전
111777,20230701,"오토바이(바이크, 스쿠터)",남성,50대,1인 가구,200만원 내외,판매/서비스직,부산
111779,20230701,전기 자전거,남성,40대,신혼기 초과(자녀없음),"1,100~1,500만원 내외",경영/관리직,서울
111802,20230701,전동 킥보드,여성,60대 이상,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,전문직,대전
111816,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,무직/기타,강원
111817,20230701,전동 스쿠터,남성,30대,신혼기(자녀없음),200만원 내외,기술/숙련직,대전
111819,20230701,"오토바이(바이크, 스쿠터)",남성,50대,신혼기 초과(자녀없음),모름,무직/기타,인천
111825,20230701,전동 스쿠터,남성,40대,1인 가구,700만원 내외,기술/숙련직,부산
111848,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,사무직,경기
111851,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,경영/관리직,경남
111870,20230701,"오토바이(바이크, 스쿠터)",여성,30대,신혼기 초과(자녀없음),400만원 내외,사무직,부산
111878,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,일반 공무원/준공무원,경북
111885,20230701,전기 자전거,남성,40대,1인 가구,200만원 내외,기술/숙련직,인천
111887,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,사무직,서울
111927,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,판매/서비스직,서울
111938,20230701,전동 휠,남성,30대,1인 가구,600만원 내외,기술/숙련직,서울
111975,20230701,"오토바이(바이크, 스쿠터)",여성,30대,자녀 유아기(막내가 초등학교 입학 전),800만원 내외,사무직,부산
111976,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,기술/숙련직,강원
111980,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",자영업,경기
111982,20230701,전동 킥보드,여성,40대,자녀 유아기(막내가 초등학교 입학 전),"2,100만원 이상",자영업,경기
111985,20230701,전기 자전거,여성,30대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,일반 공무원/준공무원,부산
112016,20230701,"오토바이(바이크, 스쿠터)",여성,40대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,기술/숙련직,경기
112017,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,200만원 내외,무직/기타,경기
112018,20230701,전기 자전거,남성,30대,자녀 독립기(막내가 결혼한 상태),700만원 내외,자영업,경남
112036,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),400만원 내외,판매/서비스직,서울
112049,20230701,전동 킥보드,남성,40대,1인 가구,600만원 내외,사무직,서울
112050,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성장기(막내가 초등학생～고등학생),"2,100만원 이상",자영업,경북
112089,20230701,전동 휠,남성,40대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",기술/숙련직,부산
112105,20230701,전동 스케이트보드,여성,40대,신혼기(자녀없음),400만원 내외,기술/숙련직,서울
112107,20230701,전기 자전거,남성,30대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,일반 공무원/준공무원,경기
112116,20230701,전동 휠,남성,20대,1인 가구,300만원 내외,사무직,경북
112148,20230701,전동 킥보드,여성,40대,신혼기 초과(자녀없음),500만원 내외,무직/기타,부산
112149,20230701,전기 자전거,여성,40대,신혼기 초과(자녀없음),600만원 내외,사무직,경북
112161,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),400만원 내외,일반 공무원/준공무원,충북
112165,20230701,전동 킥보드,남성,30대,1인 가구,500만원 내외,기술/숙련직,서울
112166,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,기술/숙련직,전북
112172,20230701,전기 자전거,여성,20대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",무직/기타,경기
112178,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,기술/숙련직,충남
112197,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,일반 공무원/준공무원,경기
112207,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,경기
112219,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),600만원 내외,자영업,서울
112220,20230701,전동 킥보드,여성,30대,자녀 유아기(막내가 초등학교 입학 전),900만원 내외,전업주부,서울
112225,20230701,전동 킥보드,남성,40대,자녀 성인기(막내가 대학생～결혼 전),700만원 내외,기술/숙련직,경기
112238,20230701,전동 휠,남성,50대,자녀 독립기(막내가 결혼한 상태),"2,100만원 이상",경영/관리직,경기
112259,20230701,전기 자전거,여성,50대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,전업주부,울산
112265,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,자영업,서울
112276,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,자영업,충남
112294,20230701,전동 킥보드,여성,30대,자녀 유아기(막내가 초등학교 입학 전),400만원 내외,전업주부,대구
112299,20230701,전동 스케이트보드,남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",기술/숙련직,서울
112300,20230701,전기 자전거,남성,50대,1인 가구,300만원 내외,기술/숙련직,서울
112312,20230701,"오토바이(바이크, 스쿠터)",남성,40대,신혼기 초과(자녀없음),700만원 내외,자영업,대구
112329,20230701,전동 스케이트보드,여성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,600~2,000만원 내외",판매/서비스직,경기
112336,20230701,전동 휠,여성,30대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,전업주부,경기
112345,20230701,전기 자전거,여성,40대,자녀 성장기(막내가 초등학생～고등학생),300만원 내외,전업주부,경남
112346,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,일반 공무원/준공무원,경북
112353,20230701,전동 킥보드,남성,40대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,기술/숙련직,경기
112372,20230701,전동 킥보드,남성,30대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,무직/기타,세종
112383,20230701,전동 킥보드,여성,30대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,전업주부,광주
112390,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),모름,기술/숙련직,부산
112398,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),200만원 내외,무직/기타,서울
112409,20230701,전동 킥보드,여성,40대,자녀 유아기(막내가 초등학교 입학 전),700만원 내외,사무직,충북
112423,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",자영업,광주
112428,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,500만원 내외,사무직,서울
112436,20230701,"오토바이(바이크, 스쿠터)",여성,30대,신혼기(자녀없음),300만원 내외,무직/기타,경남
112440,20230701,"오토바이(바이크, 스쿠터)",여성,50대,자녀 성인기(막내가 대학생～결혼 전),200만원 내외,판매/서비스직,대구
112443,20230701,전동 킥보드,여성,30대,신혼기(자녀없음),400만원 내외,전업주부,충북
112452,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",전문직,전북
112474,20230701,전동 킥보드,여성,40대,신혼기(자녀없음),300만원 내외,사무직,경기
112487,20230701,전동 휠,남성,40대,자녀 성장기(막내가 초등학생～고등학생),"1,000만원 내외",전문직,경기
112489,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,자영업,부산
112495,20230701,전기 자전거,남성,50대,자녀 성인기(막내가 대학생～결혼 전),200만원 내외,무직/기타,경기
112500,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,전업주부,강원
112502,20230701,전동 킥보드,남성,20대,자녀 독립기(막내가 결혼한 상태),500만원 내외,전문직,대구
112507,20230701,전기 자전거,남성,40대,신혼기 초과(자녀없음),800만원 내외,자영업,대구
112509,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,무직/기타,경기
112511,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),200만원 내외,무직/기타,대전
112515,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,기술/숙련직,경북
112522,20230701,전동 킥보드,여성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,기술/숙련직,인천
112534,20230701,전동 킥보드,남성,50대,자녀 성장기(막내가 초등학생～고등학생),400만원 내외,자영업,대전
112539,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),600만원 내외,자영업,서울
112541,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",기술/숙련직,서울
112587,20230701,전기 자전거,남성,40대,자녀 유아기(막내가 초등학교 입학 전),"1,100~1,500만원 내외",일반 공무원/준공무원,강원
112591,20230701,전기 자전거,여성,30대,신혼기(자녀없음),900만원 내외,기술/숙련직,부산
112593,20230701,"오토바이(바이크, 스쿠터)",남성,30대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,기술/숙련직,광주
112603,20230701,전기 자전거,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,기술/숙련직,울산
112604,20230701,전기 자전거,여성,30대,1인 가구,400만원 내외,사무직,서울
112618,20230701,전기 자전거,남성,30대,자녀 유아기(막내가 초등학교 입학 전),300만원 내외,전문직,충북
112619,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),600만원 내외,무직/기타,대전
112621,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),800만원 내외,경영/관리직,경기
112648,20230701,전동 스케이트보드,남성,30대,자녀 유아기(막내가 초등학교 입학 전),600만원 내외,사무직,대전
112688,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),200만원 내외,자영업,서울
112708,20230701,전기 자전거,여성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,전업주부,경기
112717,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",자영업,대전
112723,20230701,전기 자전거,여성,30대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,전문직,경기
112724,20230701,전동 킥보드,남성,40대,자녀 성장기(막내가 초등학생～고등학생),700만원 내외,일반 공무원/준공무원,경북
112725,20230701,"오토바이(바이크, 스쿠터)",여성,50대,1인 가구,500만원 내외,무직/기타,충남
112730,20230701,전기 자전거,남성,60대 이상,신혼기 초과(자녀없음),500만원 내외,기술/숙련직,경북
112732,20230701,"오토바이(바이크, 스쿠터)",남성,50대,자녀 성인기(막내가 대학생～결혼 전),500만원 내외,무직/기타,충북
112770,20230701,"오토바이(바이크, 스쿠터)",남성,40대,1인 가구,400만원 내외,기술/숙련직,충북
112777,20230701,"오토바이(바이크, 스쿠터)",남성,30대,1인 가구,400만원 내외,자영업,서울
112786,20230701,전기 자전거,여성,50대,자녀 성인기(막내가 대학생～결혼 전),"1,100~1,500만원 내외",판매/서비스직,인천
112789,20230701,전기 자전거,남성,50대,자녀 성장기(막내가 초등학생～고등학생),"1,100~1,500만원 내외",경영/관리직,서울
112790,20230701,전동 킥보드,남성,40대,1인 가구,300만원 내외,사무직,경남
112822,20230701,전기 자전거,남성,30대,자녀 유아기(막내가 초등학교 입학 전),200만원 내외,일반 공무원/준공무원,경기
112847,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,전문직,경기
112852,20230701,전기 자전거,남성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),900만원 내외,자영업,강원
112854,20230701,전동 킥보드,남성,30대,자녀 성인기(막내가 대학생～결혼 전),"1,600~2,000만원 내외",자영업,서울
112867,20230701,전기 자전거,남성,60대 이상,자녀 독립기(막내가 결혼한 상태),300만원 내외,무직/기타,부산
112886,20230701,"오토바이(바이크, 스쿠터)",남성,60대 이상,자녀 독립기(막내가 결혼한 상태),500만원 내외,사무직,서울
112887,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),500만원 내외,자영업,서울
112910,20230701,전기 자전거,여성,40대,자녀 성인기(막내가 대학생～결혼 전),800만원 내외,사무직,경남
112913,20230701,전기 자전거,여성,60대 이상,자녀 성인기(막내가 대학생～결혼 전),"1,000만원 내외",사무직,서울
112917,20230701,전동 스쿠터,남성,50대,자녀 성장기(막내가 초등학생～고등학생),900만원 내외,자영업,대구
112933,20230701,전기 자전거,남성,30대,1인 가구,300만원 내외,일반 공무원/준공무원,대전
112934,20230701,"오토바이(바이크, 스쿠터)",남성,40대,자녀 성장기(막내가 초등학생～고등학생),600만원 내외,기술/숙련직,전남
112951,20230701,전동 스쿠터,여성,30대,1인 가구,500만원 내외,무직/기타,인천
112959,20230701,전기 자전거,여성,40대,신혼기(자녀없음),600만원 내외,일반 공무원/준공무원,부산
112964,20230701,전동 스케이트보드,여성,40대,자녀 유아기(막내가 초등학교 입학 전),500만원 내외,전업주부,경기
112973,20230701,"오토바이(바이크, 스쿠터)",여성,60대 이상,자녀 독립기(막내가 결혼한 상태),"1,000만원 내외",무직/기타,경남
