prcha_prrrg_prduc_id,info_obtn_dt,auser_sxdst_cd,age_group_cd,occpn_nm,hshld_incm_group_nm,mrrg_yn_nm,chdrn_yn_nm,rsid_fom_nm,auser_ara_ctprv_nm,auser_ara_gu_nm,auser_ara_dong_nm,craln_tlphn_mkr_nm,craln_tlphn_sbscr_cmpn_nm,prduc_ctgry_lrcls_nm,prduc_ctgry_mdcls_nm,prduc_ctgry_smcls_nm,otdr_prduc_nm,info_obtn_site_url
D***2,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,연수구,선학동,LG,KT,자전거,자전거관리용품,에어펌프(발펌프),GIYO지요 GF-56GTB ULTRA 자전거펌프 공기배출기능,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1147853726
D***6,201906**,F,4,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,정릉4동,삼성,KT,자전거,자전거부품,핸들그립,Giant그립/Connect 커넥트 에르고 맥스 락온 (2색상),http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1137382869
D***4,201906**,M,3,기타 ,200~299만원,아니오,          ,단독주택,강원,평창군,대관령면,삼성,SKT,레저/자동차,자전거/용품,자전거,[삼천리]접이자전거비타민24 24형 7단 미니벨로 폴딩,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1208645013
D***4,201906**,M,3,기타 ,200~299만원,아니오,          ,단독주택,강원,평창군,대관령면,삼성,SKT,자전거,자전거부품,브레이크레버,브레이크레버/아동용/성인용/알로이브레이크레버/자전거부품/자전거브레이크레버,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1280791866
D***3,201906**,M,3,"서비스직 (요식업, 숙박업, 미용실종업원)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,의정부시,민락동,LG,LG U+,캠핑/골프/헬스/자전거,자전거의류/용품,신발,뉴발란스운동화 574 NEWBALANCE 574 (ML574SS2),http://www.hnsmall.com/display/goods.do?goods_code=11979567
D***,201906**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,광진구,중곡4동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,쿨바라클라바자외선차단마스크 여름마스크 쿨마스크,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=11116518
D***,201906**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,부천시 원미구,중동,삼성,SKT,자전거,자전거신발/고글/헬멧,보호대,[AQUA-X/국산]발렌티노무봉제 쿨토시/아쿠아엑스,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1261126293
D***,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,성남시 분당구,이매동,삼성,SKT,자전거,자전거부품,브레이크패드,시마노디스크 브레이크 Resin 패드 B01S/BR-T615/C501/M575/M525/M486/M485/M475/M465 레진패드/래진패드,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1060069949
D***,201906**,M,2,"학생 (초중고학생, 대학생, 대학원생)",300~399만원,아니오,          ,아파트/ 주상복합,서울,노원구,상계6.7동,삼성,KT,자전거/보드,자전거라이트,자전거라이트/전조등,몬스터라이트LG화학 18650 배터리 3050mAh,http://item.gmarket.co.kr/Item?goodscode=1280497915
D***,201906**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,남양주시,오남읍,삼성,SKT,자전거,자전거,로드자전거,2019첼로 테라 신형105 카본포크 로드자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1074638903
D***,201906**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",100~199만원,아니오,          ,아파트/ 주상복합,경기,안산시 상록구,성포동,삼성,알뜰폰(MVNO),레저/자동차,자전거/용품,자전거,도미니크24인치하이브리드자전거초등학생~중학생까지,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1090901926
D***,201906**,M,5,"서비스직 (요식업, 숙박업, 미용실종업원)",700~799만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,은평구,진관동,LG,LG U+,레저/자동차,자전거/용품,자전거타이어/부품,자전거수리키트+펌프 자전거공구세트 펑크패치,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1103998698
D***4,201906**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대전,서구,도안동,삼성,SKT,유아동,유아동완구/교구,승용완구,ZOKO조코유아동 체인자전거9종(3세~7세사용)+컵홀더,http://item.gmarket.co.kr/Item?goodscode=1109676457
D***6,201906**,F,3,"학생 (초중고학생, 대학생, 대학원생)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,경북,구미시,구포동,LG,알뜰폰(MVNO),레저/자동차,자전거/용품,자전거,[스마트]삼천리/스마트 접이식자전거 미니벨로 4종,http://item.gmarket.co.kr/Item?goodscode=1278067146
D***9,201906**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,용인시 처인구,모현면,삼성,SKT,레저/자동차,자전거/용품,헬멧/보호장비,GAIUS어반헬멧 킥보드헬멧 성인 청소년헬멧,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1036710596
D***4,201906**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대구,동구,신기동,삼성,SKT,레저/자동차,자전거/용품,헬멧/보호장비,가성비좋은 헬멧/빅이글 자전거헬멧/보호대/인라인/자전거용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1187889237
D***9,201906**,M,3,기타 ,200~299만원,아니오,          ,연립주택/ 다세대/ 빌라,강원,춘천시,석사동,애플,KT,자전거,자전거신발/고글/헬멧,보호대,(가온들)나스카/쿨토시/기능성팔토시/스포츠골프토시,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=11387459
D***9,201906**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강남구,논현동,삼성,KT,레저/자동차,자전거/용품,자전거타이어/부품,야광젤타입 자전거 안장 자전거 용품 레저 취미,http://item.gmarket.co.kr/Item?goodscode=1268231013
D***0,201906**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,군포시,산본1동,삼성,SKT,레저/자동차,자전거/용품,자전거,[알톤]갤럽22 21단 앞쇼바 7~11세 시마노인투스기어,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1230962682
D***2,201906**,F,4,"주부 (전업주부, 파트타임 근무 주부)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,인천,남동구,고잔동,기타,KT,자전거,자전거부품,체인,"SramX1 체인, PC-X1, 11단/11단용 자전거 체인",http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1261677729
D***5,201906**,F,3,"학생 (초중고학생, 대학생, 대학원생)","1,000만원 이상",아니오,          ,오피스텔,서울,동대문구,회기동,애플,KT,자전거,자전거,MTB,프로메이드풀서스펜션 24인치 MTB자전거 아스톤힐DS,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1190027550
D***9,201906**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,수원시 영통구,망포동,LG,SKT,레저/자동차,자전거/용품,자전거의류/잡화,1대1사은품증정 나루마스크 X1 X5 자외선차단마스크,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=11127502
D***,201906**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,성북구,안암동3가,애플,KT,자전거/보드,자전거장갑/잡화,자전거장갑,아쿠아메이드자전거 반장갑 바이크 헬스 등산 장갑,http://item.gmarket.co.kr/Item?goodscode=1118054793
D***,201906**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,신월4동,삼성,KT,자전거,자전거신발/고글/헬멧,헬멧,코아브어반st 자전거 헬멧 성인용 용품 보드 인라인,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1219634494
D***,201906**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,김포시,걸포동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,방한멀티스카프/멀티워머/넥워머/마스크/스키/자전거,http://item.gmarket.co.kr/Item?goodscode=1145899445
D***2,201906**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대전,동구,용운동,삼성,SKT,레저/자동차,자전거/용품,헬멧/보호장비,심플한도시형헬멧/빅이글 어반헬멧/자전거용품/인라인,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1187901648
D***0,201906**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,부산,사하구,괴정2동,삼성,SKT,자전거,자전거부품,튜브,자전거고급 타이어 튜브/던롭 프레스타 슈레더 튜브/슈발베 켄다 CST튜브/자전거용품 부품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1096604696
D***5,201906**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강서구,가양3동,삼성,SKT,자전거,자전거부품,체인,MYBN 10단 실버_S10CR 체인,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1272548067
D***2,201906**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,관악구,낙성대동,삼성,SKT,자전거/보드,일반자전거,외발/삼륜/2인용,절대터지지않는알로이 컨츄리 성인 세발자전거 삼륜,http://item.gmarket.co.kr/Item?goodscode=1201833484
D***0,201906**,M,2,"농/축/광/수산업 (축산, 낙농업, 수산, 임업, 광업)",400~499만원,아니오,          ,아파트/ 주상복합,광주,남구,방림2동,애플,SKT,레저/자동차,자전거/용품,자전거,[삼천리]접이식여성자전거/미니벨로 바구니 자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1013926352
D***1,201906**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 없음 ,아파트/ 주상복합,서울,양천구,목동,삼성,SKT,레저/자동차,자전거/용품,헬멧/보호장비,가성비좋은 헬멧/빅이글 자전거헬멧/보호대/인라인/자전거용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1187889237
D***7,201906**,M,5,"자영업 (도소매업, 숙박업, 미용업)",700~799만원,예    ,자녀 있음 ,오피스텔,경기,안산시 단원구,고잔동,삼성,LG U+,자전거,튜닝용품,물통받침대,대만아이베라 경량 물통케이지 물병 더블 안장마운트,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1084359208
D***4,201906**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,단독주택,경남,진주시,대평면,기타,SKT,레저/자동차,자전거/용품,자전거,지오스빈티지벨로체/GiosVintage Veloce 로드자전거,http://item.gmarket.co.kr/Item?goodscode=1273357815
D***1,201906**,M,4,"관리직 (사장, 간부, 고위공무원)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,경북,칠곡군,석적읍,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,[J]쿨시트 방석 오토바이 스쿠터 헬멧 용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1082590066
D***6,201906**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",700~799만원,아니오,          ,아파트/ 주상복합,서울,서대문구,천연동,삼성,KT,레저/자동차,자전거/용품,자전거,자전거공구셋트/5가지기능 스페너13mm 15mm 육각렌지4mm5mm6mm 부품 용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1268973574
D***8,201906**,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",800~899만원,아니오,          ,단독주택,서울,동작구,신대방2동,삼성,KT,자전거,자전거관리용품,에어펌프(발펌프),발펌프/튜브/휴대용/쌍발/자전거/공기주입기/에어펌프/타이어공기/축구공/농구공/바람넣기/외발/강력발펌프,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1091662162
D***2,201906**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,전북,전주시 덕진구,인후동1가,삼성,SKT,자전거,자전거신발/고글/헬멧,장갑,윈드스토퍼스마트터치 겨울 방한장갑 네오프렌 방풍,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1050935353
D***4,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계동,삼성,LG U+,자전거,튜닝용품,전시스탠드,[내가만든자전거](ICETOOLZ) 아이스툴즈 P633 벽면형 자전거 거치대/벽면고정볼트포함,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1231501156
D***7,201906**,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,아파트/ 주상복합,부산,영도구,봉래동,삼성,KT,자전거/보드,자전거헬멧,기타브랜드 헬멧,EVSSX02 Knee Brace 오토바이무릎인대파열방지보호대/,http://item.gmarket.co.kr/Item?goodscode=1117646191
D***3,201906**,M,2,"학생 (초중고학생, 대학생, 대학원생)",200~299만원,아니오,          ,아파트/ 주상복합,경기,고양시 덕양구,고양동,LG,LG U+,레저/자동차,자전거/용품,자전거,[스마트자전거]반티아고G21 하이브리드자전거 21단 클래식 2018년,http://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=1203110269
D***2,201906**,F,3,"주부 (전업주부, 파트타임 근무 주부)",200~299만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,인천,남구,문학동,LG,SKT,자전거,자전거신발/고글/헬멧,장갑,윈드스토퍼스마트터치 겨울 방한장갑 네오프렌 방풍,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1050935353
D***6,201906**,F,4,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,대전,대덕구,법2동,삼성,SKT,자전거,자전거관리용품,펑크패치,자전거펑크패치(패치30개+접착제) 자전거타이어수리,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=12932340
D***4,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 덕양구,신원동,삼성,SKT,자전거/보드,자전거바구니/가방,크로스가방,엑스피크빅파우치 자전거 휴대폰파우치,http://item.gmarket.co.kr/Item?goodscode=1187012636
D***9,201906**,M,3,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,경기,광주시,쌍령동,삼성,KT,레저/자동차,자전거/용품,자전거타이어/부품,삼천리알루미늄 핸드펌프  - 자전거 다용도 튜브 펌프 공기주입기,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1218187968
D***5,201906**,F,3,무직,100만원 미만,아니오,          ,아파트/ 주상복합,경북,구미시,오태동,삼성,SKT,레저/자동차,자전거/용품,자전거타이어/부품,자전거수리키트+펌프 자전거공구세트 펑크패치,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1103998698
D***,201906**,M,5,"사무직 (일반사무직, 공무원, 직업군인)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계2동,삼성,SKT,자전거,자전거신발/고글/헬멧,헬멧,2018GIRO 지로 QUARTER 쿼터 어반 자전거 헬멧 BMX,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1246004626
D***,201906**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대구,달서구,감삼동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,스나이퍼코리아블랙울프 18650배터리 충전기모음,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1272010256
D***,201906**,F,4,"교직 (교사, 유치원교사, 학원강사)",400~499만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,도봉구,방학1동,삼성,SKT,자전거,튜닝용품,후미등,누빔멀티 라이트 NB-600 자전거 후미등 방향지시등,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=115116197
D***,201906**,M,5,무직,100만원 미만,아니오,          ,연립주택/ 다세대/ 빌라,대구,서구,내당2.3동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,[PUMA]푸마 여성 기모 티셔츠 3종세트 NFYKFG01,http://www.hnsmall.com/display/goods.do?goods_code=12835184
D***,201906**,F,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,금천구,독산동,삼성,SKT,자전거/보드,자전거타이어/부품,자전거타이어,자전거휠라이트 반사 스트로우 바퀴 야간 안전 야광,http://item.gmarket.co.kr/Item?goodscode=1184423428
D***3,201906**,M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,서울,종로구,창신3동,삼성,KT,레저/자동차,자전거/용품,자전거의류/잡화,[엠씨엔]MCN 통기성좋고 시원한 매쉬마스크/UV자외선 벌레차단,http://item.gmarket.co.kr/Item?goodscode=1104924744
D***1,201906**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",400~499만원,예    ,자녀 있음 ,오피스텔,충북,청주시 상당구,방서동,삼성,SKT,캠핑/골프/헬스/자전거,자전거의류/용품,기타용품,[펌프킹]가정용 자전거 거치대 HK-001,http://www.hnsmall.com/display/goods.do?goods_code=12714590
D***6,201906**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",100~199만원,아니오,          ,단독주택,경남,창원시 진해구,석동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,{지오무역}[쿨멀티스카프모음]쿨마스크/냉동스카프/,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1280486843
D***2,201906**,M,2,무직,300~399만원,아니오,          ,연립주택/ 다세대/ 빌라,서울,노원구,상계3.4동,삼성,LG U+,레저/자동차,자전거/용품,자전거,[스마트]삼천리/스마트 접이식자전거 미니벨로 4종,http://item.gmarket.co.kr/Item?goodscode=1278067146
D***2,201906**,M,4,"생산/노무직 (생산감독, 경비원, 공장근로자)",500~599만원,예    ,자녀 있음 ,아파트/ 주상복합,대구,수성구,범물동,삼성,KT,레저/자동차,자전거/용품,자전거액세서리,(자전거용품.부품모음)자물쇠라이트펌프바구니짐받이안장가방헬멧보호대후미등페달보조바퀴벨전조등거치대,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1258567584
D***4,201906**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,아파트/ 주상복합,서울,중구,필동1가,LG,SKT,레저/자동차,자전거/용품,자전거액세서리,자전거유아안장전방유아안장 아동보조안장,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=124145685
D***,201906**,M,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,안산시 단원구,선부3동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,블랙울프자전거 라이트 용품 18650 배터리 충전기,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1003701027
D***,201906**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",600~699만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,강남구,개포동,애플,KT,레저/자동차,자전거/용품,헬멧/보호장비,자전거어반헬멧 어린이헬멧 인라인 헬맷 킥보드헬멧,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1253467301
D***,201906**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,경기,시흥시,하중동,삼성,SKT,자전거,자전거,사이클,[HK]예거메티1디스크 로드자전거 카본포크 소라,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1075538001
D***4,201906**,F,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강서구,화곡1동,삼성,SKT,자전거/보드,자전거라이트,자전거라이트/전조등,지바코76L 폴딩 립스탑 멀티 백 캠핑가방 수납가방,http://item.gmarket.co.kr/Item?goodscode=1111364071
D***4,201906**,F,3,"관리직 (사장, 간부, 고위공무원)",800~899만원,아니오,          ,아파트/ 주상복합,서울,중구,소공동,삼성,SKT,자전거,자전거관리용품,광택,자전거방수보관커버/방수자전거 커버/PEVA원단,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1255618282
D***3,201906**,M,4,"전문직 (의사, 판검사, 예술가, 종교인)",600~699만원,아니오,          ,아파트/ 주상복합,경기,고양시 덕양구,화정2동,삼성,KT,레저/자동차,자전거/용품,자전거,삼천리가족형 HF200 7단 미니벨로 20형 접이식자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1096162616
D***6,201906**,F,5,"주부 (전업주부, 파트타임 근무 주부)",400~499만원,예    ,자녀 있음 ,단독주택,인천,남동구,만수4동,삼성,SKT,레저/자동차,자전거/용품,자전거액세서리,자전거라이트LED 전조등 후미등 후레쉬 [거치대증정],http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1080334719
D***3,201906**,M,3,"생산/노무직 (생산감독, 경비원, 공장근로자)",400~499만원,예    ,자녀 있음 ,연립주택/ 다세대/ 빌라,서울,용산구,후암동,삼성,KT,레저/자동차,자전거/용품,자전거,[삼천리자전거]하로GS20 7단 접이식자전거  어린이/여성 폴딩자전거,http://item.gmarket.co.kr/Item?goodscode=1201466217
D***6,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",300~399만원,예    ,자녀 있음 ,아파트/ 주상복합,서울,노원구,상계8동,LG,SKT,레저/자동차,자전거/용품,자전거의류/잡화,마스크/귀마개/멀티워머/넥워머/자전거/검정마스크,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1167152971
D***4,201906**,F,5,"사무직 (일반사무직, 공무원, 직업군인)","1,000만원 이상",예    ,자녀 있음 ,아파트/ 주상복합,경기,안산시 단원구,고잔동,삼성,SKT,레저/자동차,자전거/용품,자전거의류/잡화,방한멀티스카프/멀티워머/넥워머/마스크/스키/자전거,http://item.gmarket.co.kr/Item?goodscode=1145899445
D***2,201906**,M,3,"전문직 (의사, 판검사, 예술가, 종교인)",300~399만원,아니오,          ,아파트/ 주상복합,경기,김포시,북변동,애플,알뜰폰(MVNO),유아동,유아동완구/교구,승용완구,[삼천리자전거]GIFT 2018 삼천리 샘트라이크 800+ 유모차 세발자전거,http://item.gmarket.co.kr/Item?goodscode=1266671892
D***,201906**,M,2,"학생 (초중고학생, 대학생, 대학원생)",500~599만원,아니오,          ,아파트/ 주상복합,서울,강동구,강일동,애플,LG U+,자전거,튜닝용품,전시스탠드,KT05 자전거킥스탠드 자전거받침대 자전거용품,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1058282299
D***,201906**,F,2,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,전북,완주군,삼례읍,삼성,SKT,자전거,자전거신발/고글/헬멧,보호대,특가쿨토시 1+1 (2세트) /토시/아동쿨토시/팔토시,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1291753831
D***,201906**,M,2,"학생 (초중고학생, 대학생, 대학원생)",100만원 미만,아니오,          ,기타 ,경기,안양시 동안구,관양2동,삼성,KT,자전거,자전거신발/고글/헬멧,장갑,윈드스토퍼스마트터치 겨울 방한장갑 네오프렌 방풍,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1050935353
D***1,201906**,M,3,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,강남구,역삼동,삼성,SKT,자전거,자전거관리용품,에어펌프(발펌프),국산삼흥 발펌프 공기주입기 손펌프 에어펌프 자전거,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=1105695651
D***3,201906**,F,5,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,대전,서구,탄방동,삼성,SKT,레저/자동차,자전거/용품,헬멧/보호장비,에어워크보호대 성인용/아동용 헬멧/가방 용품 S16,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=12617089
D***8,201906**,M,3,"자영업 (도소매업, 숙박업, 미용업)",500~599만원,아니오,          ,단독주택,경기,안산시 상록구,부곡동,삼성,LG U+,레저/자동차,자전거/용품,자전거,[삼천리자전거][삼천리]여성용 클래식 자전거 라니아 22인치,http://www.lotteimall.com/goods/viewGoodsDetail.lotte?goods_no=1203462725
D***9,201906**,M,4,무직,100만원 미만,예    ,자녀 있음 ,아파트/ 주상복합,경기,고양시 일산서구,일산2동,LG,LG U+,자전거/보드,일반자전거,픽시자전거,벤데타벨루가 700C 알로이 에어로 프레임 픽시자전거,http://item.gmarket.co.kr/Item?goodscode=1219375759
D***8,201906**,F,4,"서비스직 (요식업, 숙박업, 미용실종업원)",100~199만원,아니오,          ,아파트/ 주상복합,경기,부천시 소사구,심곡본동,삼성,SKT,자전거/보드,로드자전거,알루미늄자전거,2017알톤 벨록스 CC 로드 사이클로크로스 자전거,http://item.gmarket.co.kr/Item?goodscode=1112776902
D***3,201906**,M,3,"판매직 (상점점원, 보험설계사, 노점상)",200~299만원,아니오,          ,오피스텔,서울,중구,충무로5가,삼성,KT,자전거/보드,자전거라이트,자전거라이트/전조등,지바코76L 폴딩 립스탑 멀티 백 캠핑가방 수납가방,http://item.gmarket.co.kr/Item?goodscode=1111364071
D***,201906**,M,4,"사무직 (일반사무직, 공무원, 직업군인)",200~299만원,      ,          ,아파트/ 주상복합,서울,노원구,공릉동,삼성,SKT,레저/자동차,자전거/용품,헬멧/보호장비,GIFT삼천리 헬멧 SH330S 선바이저 자전거용품 인라인,http://www.11st.co.kr/product/SellerProductDetail.tmall?method=getSellerProductDetail&prdNo=115415058
